,COD_PERIODO,COD_PAIS,TARGET,ALCANCE,ESTRUCTURA_VENTA,COD_SUBESTRATEGIA,DES_SUBESTRATEGIA,COD_CUC,COD_UNIDAD_NEGOCIO,DES_UNIDAD_NEGOCIO,COD_MARCA,DES_MARCA,DES_CLASE,COD_CATEGORIA,DES_CATEGORIA,COD_TIPOSOLO,DES_TIPOSOLO,ES_EMPAQUE,ES_MUESTRA,DES_CUC,PRECIO_NORMAL,PRECIO_OFERTA,FACTOR_REPETICION,REAL_VENTA_NETA_MONEDA_LOCAL,OFFER_UNIT_DSCT,OFFER_DSCT,PUP,DESLINEA,DESSUBCATEGORIA,DESESTATUS,ANIOCAMPANAINTRO
18015,202216,PE,CONSULTORA,MASIVO,3221_4072_347115_347115,2,SET,210091550,10,COSMETICOS,C,CYZONE,TRATAMIENTO FACIAL,10,TRATAMIENTO FACIAL,44,MASCARILLA FACIAL,0,0,CZ SKIN F MASCARILL PORO 1 UN,21.0,7.46,1.0,2091.95,0.644762,0.644643,0.00241,SKIN FIRST,PARA ROSTRO,LIQUIDACION CON PLAN,202016.0
18017,202304,PE,CONSULTORA,MASIVO,2629_3128_376908_376908,1,INDIVIDUAL,P0772492051,40,HOGAR,C,CYZONE,HOGAR,34,HOGAR,238,ORGANIZADORES,0,0,,79.0,39.9,1.0,2366.73,0.494937,0.494937,0.000523,,,,
18019,202215,PE,CONSULTORA,MASIVO,3488_3599_340982_340982,3,SET,P0132052000,10,COSMETICOS,C,CYZONE,MAQUILLAJE,2,MAQUILLAJE,20,BASE,0,0,CZ SL BASE 30G,64.0,21.13,1.0,805.94,0.669844,0.669853,0.000394,STUDIO LOOK,,,
18022,202216,PE,CONSULTORA,MASIVO,3042_3893_346671_346671,1,INDIVIDUAL,P0521700197,20,ACCESORIOS,C,CYZONE,RELOJES,22,RELOJES,363,SMARTWATCH,0,0,,236.0,109.9,1.0,1024.53,0.534322,0.534322,8e-05,,,,
18024,202317,PE,CONSULTORA,MASIVO,3152_3391_33167_33167,999,VOLUMEN,200063985,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,CZ PRINTS 30ML,60.0,19.9,3.0,11382.78,0.668333,0.668333,0.004625,PRINTS,DAMAS,INACTIVO,198601.0
18027,202308,PE,CONSULTORA,MASIVO,4174_4421_4363_4363,999,VOLUMEN,200048978,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ GIRLINK 50ML,80.0,34.9,1.0,5590.55,0.56375,0.56375,0.001381,GIRLINK,DAMAS,Inactivo,
18031,202403,PE,CONSULTORA,MASIVO,1384_1496_46349_46349,999,VOLUMEN,200109874,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,CZ SWEETB EXCLSIVE EDP 50 ML,84.0,21.1,3.0,27839.72,0.74881,0.749472,0.018111,SWEET BLACK EXCLUSIVE,DAMAS,ACTIVO,202303.0
18032,202209,PE,CONSULTORA,MASIVO,1192_1248_306789_306789,999,VOLUMEN,200094936,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,13,COLONIA DE BAÑO,0,0,CZ TASTE COOL 200ML,48.0,14.98,6.0,11892.74,0.687917,0.680427,0.007356,TASTE COOL,FEMENINO,ANTES DE APARECER (NUEVO),202502.0
18034,202305,PE,CONSULTORA,MASIVO,1502_2000_380008_380008,999,VOLUMEN,200041664,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ BLUE&BLUE FOR HIM 75ML,80.0,24.59,2.0,8336.0,0.692625,0.708583,0.002992,BLUE&BLUE FOR HIM,CABALLEROS,ACTIVO,202216.0
18035,202310,PE,CONSULTORA,MASIVO,2870_3143_408582_408582,1,INDIVIDUAL,200044715,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,CZ DANCING NIGHT 100ML,85.0,25.9,1.0,52460.49,0.695294,0.695294,0.017333,DANCING NIGHT,DAMAS,INACTIVO,198601.0
18039,202306,PE,CONSULTORA,MASIVO,1265_1706_385297_385297,999,VOLUMEN,200067292,10,COSMETICOS,C,CYZONE,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,CZ NITRO ROLL ON 50ML,18.0,7.38,5.0,6808.92,0.59,0.599879,0.008312,NITRO,DESODORANTES,INACTIVO,201401.0
18040,202218,PE,CONSULTORA,MASIVO,3527_3819_358432_358432,2,SET,200060760,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ NITRO AIR 100ML,86.0,28.9,1.0,1273.48,0.663953,0.678682,0.000378,NITRO AIR,CABALLEROS,ANTES DE APARECER (NUEVO),202315.0
18041,202315,PE,CONSULTORA,MASIVO,1127_1194_22697_22697,999,VOLUMEN,200092025,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,13,COLONIA DE BAÑO,0,0,CZ MISS SEXY PROVOCATIVE 200ML,52.0,15.98,5.0,12403.04,0.692692,0.677823,0.006862,MISS SEXY,FAMILIAR BAÑO,ACTIVO,202404.0
18042,202207,PE,CONSULTORA,MASIVO,1230_1264_297536_297536,3,SET,200099686,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,13,COLONIA DE BAÑO,0,0,CZ TASTE POP 200ML,48.0,21.9,1.0,12435.2,0.54375,0.7,0.005111,TASTE POP,FAMILIAR BAÑO,A DESCONTINUAR CONGELADO,202006.0
18043,202315,PE,CONSULTORA,MASIVO,2527_2851_24386_24386,1,INDIVIDUAL,P0509578000,30,MODA,C,CYZONE,COMPLEM. DE VESTIR,31,COMPLEMENTOS,398,MALETIN,0,0,,139.0,64.9,1.0,8690.0,0.533094,0.533094,0.001184,,,,
18046,202315,PE,CONSULTORA,MASIVO,2535_2859_24394_24394,1,INDIVIDUAL,P0509654167,30,MODA,C,CYZONE,COMPLEM. DE VESTIR,31,COMPLEMENTOS,512,BOLSO,0,0,,110.0,47.9,1.0,8889.33,0.564545,0.564545,0.001641,,,,
18050,202215,PE,CONSULTORA,MASIVO,3262_3373_340848_340848,2,SET,200097893,10,COSMETICOS,C,CYZONE,TRATAMIENTO FACIAL,10,TRATAMIENTO FACIAL,37,LIMPIADORA-DEMAQUILLADORA,0,0,CZ SKIN FIRST LIMPIADORA 100G,34.0,11.23,1.0,1208.94,0.669706,0.669853,0.000927,SKIN FIRST,PARA ROSTRO,INACTIVO,201916.0
18052,202404,PE,CONSULTORA,MASIVO,936_1035_55971_55971,999,VOLUMEN,200095157,10,COSMETICOS,C,CYZONE,TRATAMIENTO CORPORAL,9,TRATAMIENTO CORPORAL,383,HUMECTANTES-NUTRITIVAS,0,0,CZ MISS SEXY CR 130ML,40.0,16.45,2.0,0.0,0.58875,0.578205,0.0,MISS SEXY,CUERPO,ACTIVO,201401.0
18055,202217,PE,CONSULTORA,MASIVO,1426_1490_350829_350829,999,VOLUMEN,210047500,10,COSMETICOS,C,CYZONE,CUIDADO PERSONAL,4,CUIDADO PERSONAL,232,AEROSOL,0,0,CZ TRAX MAKE OUT 150ML,48.0,17.47,4.0,19070.78,0.636042,0.63905,0.009023,TRAX,DESODORANTES,INACTIVO,201401.0
18056,202306,PE,CONSULTORA,MASIVO,3391_4305_388325_388325,2,SET,P0596047988,20,ACCESORIOS,C,CYZONE,BIJOUTERIE,21,BIJOUTERIE,107,ESTUCHES OTROS,0,0,,46.0,24.9,1.0,20023.97,0.458696,0.556944,0.007,,,,
18059,202309,PE,CONSULTORA,MASIVO,3252_3881_404983_404983,999,VOLUMEN,200103338,10,COSMETICOS,C,CYZONE,TRATAMIENTO FACIAL,10,TRATAMIENTO FACIAL,503,DEMAQUILLADORES,0,0,CZ SKIN F AGUA MIC BIF 110 ML,40.0,17.6,1.0,1238.29,0.56,0.56,0.000635,SKIN FIRST,PARA ROSTRO,ACTIVO,201401.0
18062,202313,PE,CONSULTORA,MASIVO,1096_1201_14622_14622,999,VOLUMEN,200111416,10,COSMETICOS,C,CYZONE,TRATAMIENTO FACIAL,10,TRATAMIENTO FACIAL,40,HUMECTANTES,0,0,CZ SF CR HIDRA HELLO 50G,58.0,17.9,1.0,29080.89,0.691379,0.636458,0.014281,SKIN FIRST,PARA ROSTRO,ACTIVO,202313.0
18068,202308,PE,CONSULTORA,MASIVO,4195_4718_4660_4660,999,VOLUMEN,200044715,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,CZ DANCING NIGHT 100ML,85.0,25.5,1.0,21.61,0.7,0.7,7e-06,DANCING NIGHT,DAMAS,INACTIVO,198601.0
18071,202308,PE,CONSULTORA,MASIVO,3691_3848_3688_3688,1,INDIVIDUAL,200106389,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,13,COLONIA DE BAÑO,0,0,CZ MM TROPI VIBES COL 100 ML,80.0,34.9,1.0,88.74,0.56375,0.56375,2.2e-05,MY MOMENTS TROPICAL VIBES,FAMILIAR BAÑO,LIQUIDACION CON PLAN,202208.0
18072,202309,PE,CONSULTORA,MASIVO,3263_3922_405024_405024,999,VOLUMEN,200101449,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ FIST TEAM EDT 50 ML,80.0,27.2,3.0,138.3,0.66,0.66,4.6e-05,FIST TEAM,CABALLEROS,LIQUIDACIÓN,202109.0
18073,202317,PE,CONSULTORA,MASIVO,2737_2964_32576_32576,1,INDIVIDUAL,200044715,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ DANCING NIGHT 100ML,85.0,35.9,1.0,1399.34,0.577647,0.573887,0.000315,DANCING NIGHT,DAMAS,INACTIVO,198601.0
18084,202309,PE,CONSULTORA,MASIVO,1113_1187_401650_401650,999,VOLUMEN,200063985,10,COSMETICOS,C,CYZONE,FRAGANCIAS,01,FRAGANCIAS,011,PERFUMES,0,0,CZ PRINTS 30ML,60.0,14.98,6.0,489675.76,0.750333,0.750333,0.295604,PRINTS,DAMAS,INACTIVO,198601.0
18085,202403,PE,CONSULTORA,MASIVO,1463_1660_46521_46521,999,VOLUMEN,200113781,10,COSMETICOS,C,CYZONE,FRAGANCIAS,01,FRAGANCIAS,011,PERFUMES,0,0,CZ PRINTS ADVENT EDP 30ML,60.0,16.63,2.0,23869.26,0.722833,0.722792,0.019704,PRINTS ADVENTURE,DAMAS,ACTIVO,202401.0
18087,202401,PE,CONSULTORA,MASIVO,2705_2860_40678_40678,999,VOLUMEN,200100855,10,COSMETICOS,C,CYZONE,TRATAMIENTO FACIAL,10,TRATAMIENTO FACIAL,074,CUIDADO SOLAR,0,0,CZ SKIN F BLOQUEADOR 50 ML,58.0,22.45,2.0,8751.5,0.612931,0.612931,0.003768,SKIN FIRST,PARA ROSTRO,ANTES DE APARECER (NUEVO),202501.0
18089,202316,PE,CONSULTORA,MASIVO,1250_1317_26619_26619,999,VOLUMEN,200067317,10,COSMETICOS,C,CYZONE,CUIDADO PERSONAL,04,CUIDADO PERSONAL,230,ROLL-ON,0,0,CZ GIRLINK ROLL ON 50ML,18.0,7.38,5.0,12015.34,0.59,0.612937,0.013586,GIRLINK,DESODORANTES,INACTIVO,201401.0
18091,202304,PE,CONSULTORA,MASIVO,3411_3936_377794_377794,999,VOLUMEN,200056331,10,COSMETICOS,C,CYZONE,CUIDADO PERSONAL,04,CUIDADO PERSONAL,366,ADULTOS,0,0,CZ BE SEXY CR LISO FASH 192G,32.0,10.18,2.0,931.5,0.681875,0.681897,0.000807,BE SEXY,TRATAMIENTO CAPILAR,INACTIVO,201401.0
18093,202311,PE,CONSULTORA,MASIVO,974_1172_6284_6284,1,INDIVIDUAL,P0772492107,40,HOGAR,C,CYZONE,HOGAR,34,HOGAR,021,ELECTRICOS,0,0,,154.0,69.9,1.0,254728.15,0.546104,0.546104,0.038919,,,,
18096,202303,PE,CONSULTORA,MASIVO,1180_1230_370023_370023,2,SET,200095157,10,COSMETICOS,C,CYZONE,TRATAMIENTO CORPORAL,09,TRATAMIENTO CORPORAL,383,HUMECTANTES-NUTRITIVAS,0,0,CZ MISS SEXY CR 130ML,34.0,12.25,1.0,18808.61,0.639706,0.639759,0.013441,MISS SEXY,CUERPO,ACTIVO,201401.0
18105,202311,PE,CONSULTORA,MASIVO,2852_3394_8552_8552,3,SET,P0132053000,10,COSMETICOS,C,CYZONE,MAQUILLAJE,02,MAQUILLAJE,027,LAPIZ LABIAL,0,0,CZ SL LABIAL MATE 6ML,38.0,12.11,1.0,277.03,0.681316,0.681383,0.000195,STUDIO LOOK,PARA LABIOS,LIQUIDACIÓN,202303.0
18106,202303,PE,CONSULTORA,MASIVO,2725_3219_372101_372101,1,INDIVIDUAL,P0521700176,20,ACCESORIOS,C,CYZONE,RELOJES,22,RELOJES,219,ANÁLOGO,0,0,,143.0,79.9,1.0,12187.8,0.441259,0.441259,0.001335,,,,
18109,202206,PE,CONSULTORA,MASIVO,2433_2569_294233_294233,3,SET,P0602155112,50,APOYO,C,CYZONE,PROMOCIONES DE 3ROS,72,PROMOCION USUARIOS,033,BOLSA,1,0,,5.0,0.0,1.0,0.0,1.0,0.677778,0.011079,,,,
18112,202311,PE,CONSULTORA,MASIVO,2763_3305_8418_8418,2,SET,P0509654181,30,MODA,C,CYZONE,COMPLEM. DE VESTIR,31,COMPLEMENTOS,399,LONCHERA,0,0,,77.0,24.0,1.0,14746.5,0.688312,0.696522,0.006197,,,,
18115,202207,PE,CONSULTORA,MASIVO,2891_2996_299378_299378,3,SET,P0197149001,10,COSMETICOS,C,CYZONE,MAQUILLAJE,02,MAQUILLAJE,026,ESMALTE,0,0,CZ ESM KHALI 8ML,24.0,7.18,1.0,3623.83,0.700833,0.723148,0.005836,CY,PARA UÑAS,INACTIVO,201401.0
18116,202403,PE,CONSULTORA,MASIVO,3341_3572_48666_48666,3,SET,200109873,10,COSMETICOS,C,CYZONE,FRAGANCIAS,01,FRAGANCIAS,002,EAU DE TOILETE,0,0,CZ NEW COOL EDT 75 ML,84.0,21.22,1.0,1744.1,0.747381,0.736145,0.001128,NEW COOL,MASCULINO,ACTIVO,202314.0
18121,202216,PE,CONSULTORA,MASIVO,1168_1238_344215_344215,999,VOLUMEN,200099686,10,COSMETICOS,C,CYZONE,FRAGANCIAS,01,FRAGANCIAS,013,COLONIA DE BAÑO,0,0,CZ TASTE POP 200ML,48.0,14.98,6.0,14393.59,0.687917,0.687917,0.008321,TASTE POP,FAMILIAR BAÑO,A DESCONTINUAR CONGELADO,202006.0
18134,202309,PE,CONSULTORA,MASIVO,2355_2913_403847_403847,1,INDIVIDUAL,P0509654176,30,MODA,C,CYZONE,COMPLEM. DE VESTIR,31,COMPLEMENTOS,565,PORTATODO,0,0,,82.0,39.9,1.0,21131.47,0.513415,0.513415,0.004783,,,,
18141,202303,PE,CONSULTORA,MASIVO,1182_1232_370025_370025,2,SET,P0602155153,50,APOYO,C,CYZONE,PROMOCIONES DE 3ROS,72,PROMOCION USUARIOS,033,BOLSA,1,0,,2.5,2.0,1.0,2153.06,0.2,0.644131,0.012707,,,,
18146,202302,PE,CONSULTORA,MASIVO,1035_1074_365767_365767,1,INDIVIDUAL,P0509654185,30,MODA,C,CYZONE,COMPLEM. DE VESTIR,31,COMPLEMENTOS,190,MOCHILA,0,0,,139.0,62.9,1.0,188395.87,0.547482,0.547482,0.026565,,,,
18149,202318,PE,CONSULTORA,MASIVO,1326_1411_35035_35035,999,VOLUMEN,200067292,10,COSMETICOS,C,CYZONE,CUIDADO PERSONAL,04,CUIDADO PERSONAL,230,ROLL-ON,0,0,CZ NITRO ROLL ON 50ML,18.0,8.9,1.0,3694.6,0.505556,0.505556,0.003544,NITRO,DESODORANTES,INACTIVO,201401.0
18152,202305,PE,CONSULTORA,MASIVO,1497_1974_379968_379968,999,VOLUMEN,200099686,10,COSMETICOS,C,CYZONE,FRAGANCIAS,01,FRAGANCIAS,013,COLONIA DE BAÑO,0,0,CZ TASTE POP 200ML,52.0,19.95,2.0,4142.65,0.616346,0.616346,0.001833,TASTE POP,FAMILIAR BAÑO,A DESCONTINUAR CONGELADO,202006.0
18154,202309,PE,CONSULTORA,MASIVO,1119_1210_401678_401678,999,VOLUMEN,200039855,10,COSMETICOS,C,CYZONE,FRAGANCIAS,01,FRAGANCIAS,001,COLONIA Y O EAU DE TOILETE,0,0,CZ NITRO 100ML,86.0,28.3,2.0,24272.75,0.67093,0.657661,0.007744,NITRO,MASCULINO,ANTES DE APARECER (NUEVO),202417.0
18163,202309,PE,CONSULTORA,MASIVO,2498_3056_403991_403991,2,SET,200039855,10,COSMETICOS,C,CYZONE,FRAGANCIAS,01,FRAGANCIAS,001,COLONIA Y O EAU DE TOILETE,0,0,CZ NITRO 100ML,86.0,27.52,1.0,1119.36,0.68,0.681325,0.000367,NITRO,MASCULINO,ANTES DE APARECER (NUEVO),202417.0
18168,202317,PE,CONSULTORA,MASIVO,1356_1534_31108_31108,999,VOLUMEN,200105006,10,COSMETICOS,C,CYZONE,FRAGANCIAS,12,MUESTRAS COSMETICOS,001,COLONIA Y O EAU DE TOILETE,0,0,CZ DANCING PROB CC 2 ML,26.5,1.02,20.0,1.73,0.961509,0.954258,1.4e-05,DANCING,FRAGANCIAS,ACTIVO,202114.0
18176,202308,PE,CONSULTORA,MASIVO,4213_4932_4874_4874,999,VOLUMEN,200105079,10,COSMETICOS,C,CYZONE,FRAGANCIAS,01,FRAGANCIAS,011,PERFUMES,0,0,CZ PRINTS XPERIENCE PARF 30ML,60.0,16.64,1.0,26973.49,0.722667,0.73027,0.013976,PRINTS XPERIENCE,DAMAS,ACTIVO,202201.0
18181,202212,PE,CONSULTORA,MASIVO,3393_3510_324441_324441,3,SET,200089168,10,COSMETICOS,C,CYZONE,FRAGANCIAS,01,FRAGANCIAS,001,COLONIA Y O EAU DE TOILETE,0,0,CZ SWEET BLACK 50ML,74.0,24.0,1.0,447.48,0.675676,0.671278,0.000165,SWEET BLACK,DAMAS,ACTIVO,201714.0
18182,202302,PE,CONSULTORA,MASIVO,1101_1148_365860_365860,999,VOLUMEN,200095669,10,COSMETICOS,C,CYZONE,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,CZ DANCING NIGHT ROLL ON 50ML,18.0,8.9,1.0,2586.22,0.505556,0.518354,0.004112,DANCING NIGHT,DESODORANTES,ACTIVO,202115.0
18193,202218,PE,CONSULTORA,MASIVO,3624_3916_358529_358529,2,SET,200063985,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,CZ PRINTS 30ML,60.0,16.61,1.0,30523.7,0.723167,0.723148,0.015749,PRINTS,DAMAS,INACTIVO,198601.0
18197,202205,PE,CONSULTORA,MASIVO,2655_2811_289467_289467,3,SET,200080243,10,COSMETICOS,C,CYZONE,CUIDADO PERSONAL,4,CUIDADO PERSONAL,390,ALISANTES ONDULANTES,0,0,CZ BE SEXY PROTECT TERMO 105ML,40.0,16.4,1.0,0.0,0.59,0.588983,1.6e-05,BE SEXY,ARMADORES,INACTIVO,201502.0
18198,202207,PE,CONSULTORA,MASIVO,1251_1291_297588_297588,999,VOLUMEN,200072593,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,13,COLONIA DE BAÑO,0,0,CZ SANDIA SHAKE 200ML,48.0,16.22,4.0,14821.18,0.662083,0.652783,0.008223,SANDIA SHAKE,FAMILIAR BAÑO,A DESCONTINUAR CONGELADO,201906.0
18199,202309,PE,CONSULTORA,MASIVO,3242_3809_404911_404911,999,VOLUMEN,200060760,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ NITRO AIR 100ML,86.0,27.9,1.0,37801.92,0.675581,0.675581,0.012236,NITRO AIR,CABALLEROS,ANTES DE APARECER (NUEVO),202315.0
18200,202309,PE,CONSULTORA,MASIVO,1075_1134_401554_401554,2,SET,210097537,10,COSMETICOS,C,CYZONE,TRATAMIENTO CORPORAL,9,TRATAMIENTO CORPORAL,383,HUMECTANTES-NUTRITIVAS,0,0,CZ MYMO CR HIDRA BERRY 240G,57.0,20.0,1.0,4118.85,0.649123,0.646903,0.00186,CYZONE,CUERPO,ACTIVO,202407.0
18201,202213,PE,CONSULTORA,MASIVO,1242_1297_327981_327981,2,SET,200105008,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,CZ DANCING SUNSET EDP 90 ML,79.0,10.0,1.0,8589.05,0.873418,0.716477,0.007546,DANCING SUNSET,DAMAS,ACTIVO,202116.0
18209,202403,PE,CONSULTORA,MASIVO,1375_1459_46305_46305,999,VOLUMEN,P0132062000,10,COSMETICOS,C,CYZONE,MAQUILLAJE,2,MAQUILLAJE,27,LAPIZ LABIAL,0,0,CZ SL LL SUPERMATE 2G,36.0,14.9,1.0,17303.01,0.586111,0.586111,0.0211,STUDIO LOOK,PARA LABIOS,ACTIVO,202406.0
18212,202214,PE,CONSULTORA,MASIVO,1155_1228_333349_333349,2,SET,200044715,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,CZ DANCING NIGHT 100ML,79.0,26.84,1.0,25548.01,0.660253,0.653043,0.008523,DANCING NIGHT,DAMAS,INACTIVO,198601.0
18213,202204,PE,CONSULTORA,MASIVO,1399_1511_283414_283414,999,VOLUMEN,P0132053000,10,COSMETICOS,C,CYZONE,MAQUILLAJE,2,MAQUILLAJE,27,LAPIZ LABIAL,0,0,CZ SL LABIAL MATE 6ML,36.0,13.9,1.0,102756.94,0.613889,0.613889,0.09961,STUDIO LOOK,PARA LABIOS,LIQUIDACIÓN,202303.0
18216,202307,PE,CONSULTORA,MASIVO,4173_4957_394901_394901,999,VOLUMEN,200099469,10,COSMETICOS,C,CYZONE,MAQUILLAJE,2,MAQUILLAJE,999,VARIOS,0,0,CZ SL SPRAY FIJADOR 60ML,52.0,21.3,3.0,324.9,0.590385,0.590385,0.000152,STUDIO LOOK,PARA ROSTRO,LIQUIDACIÓN,202104.0
18217,202309,PE,CONSULTORA,MASIVO,3246_3828_404930_404930,999,VOLUMEN,200107337,10,COSMETICOS,C,CYZONE,TRATAMIENTO FACIAL,10,TRATAMIENTO FACIAL,18,DESMANCHADORAS-ACLARADORAS,0,0,CZ SKIN F SERU CORRECTOR 19ML,54.0,23.8,1.0,20.17,0.559259,0.559259,8e-06,SKIN FIRST,PARA ROSTRO,DUAL PLANNING,202211.0
18218,202204,PE,CONSULTORA,MASIVO,1412_1568_283518_283518,999,VOLUMEN,200089168,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ SWEET BLACK 50ML,74.0,32.9,1.0,9534.96,0.555405,0.551771,0.002727,SWEET BLACK,DAMAS,ACTIVO,201714.0
18219,202312,PE,CONSULTORA,MASIVO,1161_1259_10340_10340,999,VOLUMEN,200111162,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ NITRO NIGHT EDT 100ML,86.0,28.3,1.0,18392.73,0.67093,0.67093,0.005511,NITRO NIGHT,CABALLEROS,ACTIVO,202311.0
18223,202316,PE,CONSULTORA,MASIVO,2709_2884_28224_28224,1,INDIVIDUAL,P0509654454,30,MODA,C,CYZONE,COMPLEM. DE VESTIR,31,COMPLEMENTOS,522,MONEDERO,0,0,,40.0,15.9,1.0,24450.78,0.6025,0.6025,0.012829,,,,
18224,202404,PE,CONSULTORA,MASIVO,2478_2642_57726_57726,991,INDIVIDUAL,P0216058003,10,COSMETICOS,C,CYZONE,MAQUILLAJE,2,MAQUILLAJE,27,LAPIZ LABIAL,0,0,CZ CYP CREAMY LIP BALM 3G,34.0,9.9,1.0,0.0,0.708824,0.708824,0.0,CY PLAY,PARA LABIOS,INACTIVO,201401.0
18225,202209,PE,CONSULTORA,MASIVO,3554_3670_309324_309324,1,INDIVIDUAL,200101559,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ AINNARA IN BLOOM EDP 50ML,74.0,32.9,1.0,1115.2,0.555405,0.557796,0.000314,AINNARA IN BLOOM,DAMAS,LIQUIDACION CON PLAN,202209.0
18228,202212,PE,CONSULTORA,MASIVO,4290_4414_325811_325811,999,VOLUMEN,200063985,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,CZ PRINTS 30ML,60.0,15.98,5.0,81387.48,0.733667,0.733667,0.04512,PRINTS,DAMAS,INACTIVO,198601.0
18229,202401,PE,CONSULTORA,MASIVO,1114_1181_38865_38865,999,VOLUMEN,200058607,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,13,COLONIA DE BAÑO,0,0,CZ PERA IN LOVE 200ML,52.0,14.98,8.0,15196.82,0.711923,0.703366,0.009814,PERA IN LOVE,FAMILIAR BAÑO,INACTIVO,201401.0
18233,202306,PE,CONSULTORA,MASIVO,3324_4238_388258_388258,2,SET,200105008,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,CZ DANCING SUNSET EDP 90 ML,85.0,30.0,1.0,16294.37,0.647059,0.674857,0.004728,DANCING SUNSET,DAMAS,ACTIVO,202116.0
18238,202403,PE,CONSULTORA,MASIVO,1384_1496_46349_46349,999,VOLUMEN,200044715,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ DANCING NIGHT 100ML,86.0,21.1,1.0,9279.79,0.754651,0.749472,0.006037,DANCING NIGHT,DAMAS,INACTIVO,198601.0
18243,202316,PE,CONSULTORA,MASIVO,1194_1252_26535_26535,2,SET,200083615,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ FLIRTY GIRL SEXY 50ML,84.0,27.28,1.0,11282.56,0.675238,0.675194,0.003449,FLIRTY GIRL SEXY,DAMAS,LIQUIDACIÓN,201601.0
18246,202210,PE,CONSULTORA,MASIVO,3351_3468_313799_313799,3,SET,200049918,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,13,COLONIA DE BAÑO,0,0,CZ BERRYLICIOUS BERRY 200ML,48.0,16.9,1.0,14.32,0.647917,0.680189,8e-06,BERRYLICIOUS BERRY,FAMILIAR BAÑO,INACTIVO,201401.0
18249,202313,PE,CONSULTORA,MASIVO,2573_3131_16506_16506,2,SET,P0602103687,50,APOYO,C,CYZONE,PROMOCIONES DE 3ROS,72,PROMOCION USUARIOS,29,TRENDY TECH,0,0,,150.0,64.0,1.0,6020.6,0.573333,0.600476,0.000827,,,,
18257,202309,PE,CONSULTORA,MASIVO,3332_4163_405265_405265,999,VOLUMEN,200094149,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,CZ SWEET CHIC 50ML,80.0,22.39,10.0,948.74,0.720125,0.720125,0.000383,SWEET CHIC,DAMAS,LIQUIDACIÓN,201818.0
